timestamp;;iv_9500;m_9500;Vt_9500;iv_9750;m_9750;Vt_9750;iv_10000;m_10000;Vt_10000;iv_10250;m_10250;Vt_10250;iv_10500;m_10500;Vt_10500;St;diff;poly_coeffs;a;b;c
4247;4247;0.0172530171153562;-0.0448722403809016;892.5;0.01459580347234;-0.0318844971792713;643.5;0.0123600425578906;-0.0192255931871263;398.5;0.0112587016101647;-0.0068792868919406;180.5;0.0111176387445734;0.0051694888975896;48.5;10392.0;11.643697478991596;[ 2.68091027 -0.01883873  0.01108637];2.6809102676997365;-0.0188387281686582;0.0110863666247648
4248;4248;0.0172448038787195;-0.0448481828352477;892.0;0.0138152573306078;-0.0318604396336174;642.5;0.0125499828712809;-0.0192015356414725;398.5;0.0111659363902623;-0.0068552293462867;179.5;0.0111393522338455;0.0051935464432434;48.5;10391.5;11.649663677130045;[ 2.94313402e+00 -2.64034132e-03  1.10895289e-02];2.943134023976594;-0.0026403413153494;0.0110895289403581
4249;4249;0.0171872884764519;-0.0446797475970034;888.5;0.0137519050736751;-0.0316920043953731;639.0;0.0124646390023626;-0.0190331004032281;395.0;0.0112472826575069;-0.0066867941080423;177.5;0.0111563717848187;0.0053619816814878;47.5;10388.0;11.6916150815982;[2.98107635e+00 2.01578693e-04 1.11165713e-02];2.981076351401496;0.0002015786927164;0.0111165713417875
4250;4250;0.0171955074020747;-0.0447038132481042;889.0;0.0137609589268902;-0.0317160700464739;639.5;0.011617152818611;-0.0190571660543289;393.5;0.0111944094495179;-0.0067108597591432;177.5;0.0111348535243911;0.005337916030387;47.5;10388.5;11.685601799775029;[3.75943559 0.02986908 0.01097186];3.759435594631302;0.0298690763812393;0.0109718632952982
4251;4251;0.0172530171153562;-0.0448722403809016;892.5;0.0127125022700447;-0.0318844971792713;642.5;0.0123600425578906;-0.0192255931871263;398.5;0.0111119723975217;-0.0068792868919406;179.5;0.0111176387445734;0.0051694888975896;48.5;10392.0;11.643697478991596;[3.66912013 0.03409666 0.01102806];3.669120134780574;0.0340966648416528;0.0110280639748379
4252;4252;0.0173843188146019;-0.0452570037704159;900.5;0.0147465871246401;-0.0322692605687855;651.5;0.0118839837483745;-0.0196103565766406;405.0;0.0111974038554525;-0.0072640502814548;186.0;0.0111637017742399;0.0047847255080753;51.5;10400.0;11.549139367018324;[3.22826968e+00 2.21575502e-03 1.10274483e-02];3.2282696823075523;0.0022157550238579;0.0110274483214288
4253;4253;0.0174171119610935;-0.0453531483721927;902.5;0.0147842330149278;-0.0323654051705624;653.5;0.0116828399317422;-0.0197065011784175;406.5;0.0111983909680142;-0.0073601948832317;187.5;0.0110746297851796;0.0046885809062985;51.5;10402.0;11.525761772853183;[3.34111057 0.00516247 0.01094995];3.3411105738097344;0.005162470458723;0.0109499530891584
4254;4254;0.0174662775644102;-0.0454973306195512;905.5;0.0129322974522116;-0.0325095874179209;655.5;0.0122346354879272;-0.019850683425776;410.5;0.0111603239346336;-0.0075043771305902;189.5;0.0110710602454671;0.0045443986589399;52.5;10405.0;11.490889011595804;[3.80647654 0.03875794 0.01101535];3.806476538158628;0.0387579352811079;0.0110153529019812
4255;4255;0.0173925183086337;-0.0452810416541252;901.0;0.0139778997867227;-0.0322932984524949;651.5;0.0113859063770032;-0.0196343944603499;404.5;0.0112164743166338;-0.0072880881651642;186.5;0.0111414606789384;0.004760687624366;51.5;10400.5;11.543285238623753;[4.03963359 0.04090788 0.01096706];4.0396335885126575;0.0409078760873315;0.0109670591669527
4256;4256;0.0173515127796034;-0.0451608406775144;898.5;0.0147089212825469;-0.032173097475884;649.5;0.0120706050776987;-0.0195141934837391;403.5;0.011195606235628;-0.0071678871885534;184.5;0.0111205552596956;0.0048808886009768;50.5;10398.0;11.57262103505843;[ 3.0080656  -0.00711209  0.01102436];3.008065603376475;-0.0071120881634988;0.0110243641657748
4257;4257;0.0173515127796034;-0.0451608406775144;898.5;0.0128140318952957;-0.032173097475884;648.5;0.0115915885366075;-0.0195141934837391;402.5;0.011195606235628;-0.0071678871885534;184.5;0.0111205552596956;0.0048808886009768;50.5;10398.0;11.57262103505843;[4.37695264 0.06292182 0.01097154];4.376952640624249;0.0629218151965139;0.0109715443409853
4258;4258;;-0.0450887062187584;896.5;0.0139056608850551;-0.0321009630171281;647.5;0.0122566909520452;-0.0194420590249831;402.5;0.0112122792588665;-0.0070957527297973;183.5;0.0110542581505281;0.0049530230597328;49.5;10396.5;11.596765197992193;[ 2.36184007 -0.01374154  0.01104693];2.3618400709222565;-0.0137415413159353;0.0110469335999114
4259;4259;0.0173186938333331;-0.0450646590863743;896.5;0.0127802050750454;-0.032076915884744;646.5;0.0124563460267377;-0.019418011892599;402.5;0.0111187864890554;-0.0070717055974133;182.5;0.0110762032429372;0.0049770701921169;49.5;10396.0;11.596207473508088;[3.5670092  0.02923511 0.0110217 ];3.567009198198021;0.029235112118344;0.0110217045721223
4260;4260;0.0173186938333331;-0.0450646590863743;896.5;0.01467123543153;-0.032076915884744;647.5;0.0120236427810905;-0.019418011892599;401.5;0.0112670297840065;-0.0070717055974133;183.5;0.0110762032429372;0.0049770701921169;49.5;10396.0;11.596207473508088;[ 2.96890357 -0.0085652   0.01101725];2.968903570140238;-0.0085652046365941;0.0110172470067987
4261;4261;0.0172858619529153;-0.0449684589898775;894.5;0.0127463618812613;-0.0319807157882471;644.5;0.0124082170663212;-0.0193218117961022;400.5;0.0111896109367224;-0.0069755055009164;181.5;0.0111638132491547;0.0050732702886137;49.5;10394.0;11.619899385131358;[3.64797104 0.03452614 0.01108846];3.647971035253663;0.0345261436894099;0.0110884595136882
4262;4262;0.017269441155223;-0.0449203519998947;893.5;0.0146146690123869;-0.0319326087982644;644.5;0.0119531180618952;-0.0192737048061194;398.5;0.0111508193346787;-0.0069273985109337;180.5;0.0112075171975511;0.0051213772785965;49.5;10393.0;11.631785114717404;[3.18526709e+00 1.55825996e-03 1.10506350e-02];3.1852670900179936;0.0015582599602791;0.0110506350185402
4263;4263;;-0.0449444060734567;893.5;0.0138514327876933;-0.0319566628718263;644.5;0.0117333387138879;-0.0192977588796814;398.5;0.0112438192044022;-0.0069514525844956;181.5;0.0111856735761626;0.0050973232050345;49.5;10393.5;11.632344711807498;[3.32111978 0.02028667 0.01105412];3.321119781592696;0.0202866742243456;0.0110541162239482
4264;4264;0.017269441155223;-0.0449203519998947;893.5;0.0127294341305952;-0.0319326087982644;643.5;0.0114772945274282;-0.0192737048061194;397.5;0.0111508193346787;-0.0069273985109337;180.5;0.0112075171975511;0.0051213772785965;49.5;10393.0;11.631785114717404;[4.54649356 0.07055311 0.0109815 ];4.5464935630916266;0.07055311451237;0.0109815026744157
4265;4265;0.0172858619529153;-0.0449684589898775;894.5;0.0138604737245777;-0.0319807157882471;645.0;0.0124082170663212;-0.0193218117961022;400.5;0.0111896109367224;-0.0069755055009164;181.5;0.0111638132491547;0.0050732702886137;49.5;10394.0;11.619899385131358;[3.09992885 0.00385594 0.01109191];3.099928845147381;0.0038559443678572;0.0110919080657905
4266;4266;0.018664116646052;-0.0448481828352477;892.5;0.0138152573306078;-0.0318604396336174;642.5;0.0132920433928854;-0.0192015356414725;400.5;0.0113122132415453;-0.0068552293462867;180.5;0.0111393522338455;0.0051935464432434;48.5;10391.5;11.64313725490196;[ 3.49669313e+00 -2.31484793e-03  1.11733389e-02];3.496693129794706;-0.0023148479279152;0.0111733389279758
4267;4267;0.017269441155223;-0.0449203519998947;893.5;0.0146146690123869;-0.0319326087982644;644.5;0.0127815366135702;-0.0192737048061194;400.5;0.0111508193346787;-0.0069273985109337;180.5;0.0112075171975511;0.0051213772785965;49.5;10393.0;11.631785114717404;[ 2.42990523 -0.02836251  0.01115649];2.429905230634945;-0.0283625066697523;0.0111564932122682
4268;4268;;-0.0449444060734567;893.5;0.0138514327876933;-0.0319566628718263;644.5;0.0121853152642569;-0.0192977588796814;399.5;0.0112438192044022;-0.0069514525844956;181.5;0.0111856735761626;0.0050973232050345;49.5;10393.5;11.632344711807498;[ 2.56042261 -0.0037589   0.01112702];2.5604226071048024;-0.0037588995828706;0.0111270178844766
4269;4269;;-0.0448481828352477;891.5;0.0138152573306078;-0.0318604396336174;642.5;0.0116868964430794;-0.0192015356414725;396.5;0.0111659363902623;-0.0068552293462867;179.5;0.0111393522338455;0.0051935464432434;48.5;10391.5;11.65619742007852;[3.38813409 0.02092947 0.01099296];3.3881340880590654;0.0209294657056935;0.0109929638656905
4270;4270;;-0.0448000642710686;890.5;0.0137971625649685;-0.0318123210694383;641.5;0.011663659293935;-0.0191534170772933;395.5;0.0111269110980697;-0.0068071107821075;178.5;0.0111827301193279;0.0052416650074226;48.5;10390.5;11.668163952835483;[3.53162447 0.02577256 0.01099849];3.531624474116295;0.0257725604253448;0.0109984935699149
4271;4271;0.0172201592976018;-0.0447760032523204;890.5;0.0145580572480178;-0.0317882600506901;641.5;0.0118824950889861;-0.0191293560585451;395.5;0.01118046401399;-0.0067830497633593;178.5;0.0112043946727484;0.0052657260261708;48.5;10390.0;11.667602470522178;[3.21731469 0.00332659 0.01105059];3.217314692600004;0.0033265855224029;0.0110505910694137
4272;4272;0.0171872884764519;-0.0446797475970034;888.5;0.0126447336181576;-0.0316920043953731;638.5;0.0118353581133064;-0.0190331004032281;393.5;0.0112472826575069;-0.0066867941080423;177.5;0.0111563717848187;0.0053619816814878;47.5;10388.0;11.6916150815982;[4.09949028 0.05281845 0.01101854];4.099490275969837;0.052818451425279;0.0110185429835626
4273;4273;;-0.0446075436930535;886.5;0.0137247364359961;-0.0316198004914232;637.5;0.0124280188329189;-0.0189608964992782;393.5;0.0111155865616819;-0.0066145902040925;175.5;0.0110856845246932;0.0054341855854376;46.5;10386.5;11.71630005640158;[ 1.98523982 -0.02286552  0.0110816 ];1.9852398179748525;-0.0228655244538246;0.0110816015254551
4274;4274;0.0171379578123467;-0.0445353293607902;885.5;0.0144636030025244;-0.0315475861591599;636.5;0.0121910693684109;-0.0188886821670149;391.5;0.0112726808169702;-0.0065423758718292;175.5;0.0111497525177399;0.005506399917701;46.5;10385.0;11.727837380011293;[ 2.81877975 -0.01176832  0.01109545];2.8187797495819686;-0.0117683225572511;0.0110954520708152
4275;4275;0.0171544046285919;-0.044583473407816;886.5;0.0144825040166144;-0.0315957302061856;637.5;0.0126091007700931;-0.0189368262140407;393.5;0.0111682183612807;-0.006590519918855;175.5;0.0112422870662487;0.0054582558706752;47.5;10386.0;11.715736040609135;[ 2.57192461 -0.02087879  0.01117132];2.571924611692234;-0.0208787863012739;0.0111713249832938
4276;4276;0.0172201592976018;-0.0447760032523204;890.5;0.0145580572480178;-0.0317882600506901;641.5;0.0123118222456893;-0.0191293560585451;396.5;0.01118046401399;-0.0067830497633593;178.5;0.0112043946727484;0.0052657260261708;48.5;10390.0;11.667602470522178;[ 2.8258491  -0.01206681  0.01110768];2.825849099856664;-0.012066809280908;0.0111076821555488
4277;4277;;-0.0448481828352477;891.5;0.0138152573306078;-0.0318604396336174;642.5;0.0116868964430794;-0.0192015356414725;396.5;0.0111659363902623;-0.0068552293462867;179.5;0.0111393522338455;0.0051935464432434;48.5;10391.5;11.65619742007852;[3.38813409 0.02092947 0.01099296];3.3881340880590654;0.0209294657056935;0.0109929638656905
4278;4278;0.0173597154979034;-0.0451848831846717;899.0;0.0139417896328932;-0.0321971399830414;649.5;0.0127202420575048;-0.0195382359908964;405.5;0.011289237960256;-0.0071919296957106;185.5;0.0110984620342871;0.0048568460938195;50.5;10398.5;11.56674082313682;[ 2.74090085 -0.01129287  0.01111969];2.7409008450868977;-0.0112928708229269;0.011119685956681
4279;4279;0.0173515127796034;-0.0451608406775144;898.5;0.0147089212825469;-0.032173097475884;649.5;0.0125044296919848;-0.0195141934837391;404.5;0.011195606235628;-0.0071678871885534;184.5;0.0111205552596956;0.0048808886009768;50.5;10398.0;11.57262103505843;[ 2.61249918 -0.0229712   0.01107601];2.612499175475086;-0.0229711954736362;0.0110760087203317
4280;4280;0.0172530171153562;-0.0448722403809016;892.5;0.01459580347234;-0.0318844971792713;643.5;0.011929588028605;-0.0192255931871263;397.5;0.0112587016101647;-0.0068792868919406;180.5;0.0111176387445734;0.0051694888975896;48.5;10392.0;11.643697478991596;[ 3.07340381 -0.00332937  0.01103061];3.0734038121328195;-0.0033293668604204;0.0110306145641134
4281;4281;0.017236589830455;-0.0448241241320072;891.5;0.0126955662940937;-0.0318363809303769;641.5;0.0123359381433609;-0.019177476938232;397.5;0.0112196109980181;-0.0068311706430462;179.5;0.0111610493324584;0.0052176051464839;48.5;10391.0;11.655636567582723;[3.67885474 0.0360801  0.01108394];3.678854738600404;0.0360801049937192;0.011083942883399
4282;4282;0.0172037255139045;-0.0447278777409497;889.5;0.0145391765490745;-0.0317401345393193;640.5;0.0126830738099926;-0.0190812305471744;396.5;0.0111412602278872;-0.0067349242519886;177.5;0.0111133193373681;0.0053138515375415;47.5;10389.0;11.679595278246206;[ 2.41486946 -0.02981584  0.01109367];2.414869462760173;-0.0298158351091906;0.0110936735227476
4283;4283;;-0.0448241241320072;891.0;0.0126955662940937;-0.0318363809303769;641.5;0.0123359381433609;-0.019177476938232;397.5;0.0112196109980181;-0.0068311706430462;179.5;0.0111610493324584;0.0052176051464839;48.5;10391.0;11.662177328843995;[ 0.42497518 -0.0350262   0.0112376 ];0.42497518127155;-0.0350262041015602;0.0112375984771179
4284;4284;0.0172448038787195;-0.0448481828352477;892.0;0.0138152573306078;-0.0318604396336174;642.5;0.0116868964430794;-0.0192015356414725;396.5;0.0111659363902623;-0.0068552293462867;179.5;0.0111393522338455;0.0051935464432434;48.5;10391.5;11.649663677130045;[3.73010646 0.02841897 0.010977  ];3.730106464292368;0.0284189671061039;0.0109769951420117
4285;4285;0.0172201592976018;-0.0447760032523204;890.5;0.0145580572480178;-0.0317882600506901;641.5;0.0123118222456893;-0.0191293560585451;396.5;0.01118046401399;-0.0067830497633593;178.5;0.0112043946727484;0.0052657260261708;48.5;10390.0;11.667602470522178;[ 2.8258491  -0.01206681  0.01110768];2.825849099856664;-0.012066809280908;0.0111076821555488
4286;4286;0.0172037255139045;-0.0447278777409497;889.5;0.0126616819737283;-0.0317401345393193;639.5;0.0126830738099926;-0.0190812305471744;396.5;0.0111412602278872;-0.0067349242519886;177.5;0.0111133193373681;0.0053138515375415;47.5;10389.0;11.679595278246206;[3.33842686 0.02142502 0.01107548];3.3384268642527197;0.0214250190752118;0.0110754809999067
4287;4287;0.0172201592976018;-0.0447760032523204;890.5;0.0137881134200287;-0.0317882600506901;641.0;0.0118824950889861;-0.0191293560585451;395.5;0.01118046401399;-0.0067830497633593;178.5;0.0112043946727484;0.0052657260261708;48.5;10390.0;11.667602470522178;[3.59605737 0.02437646 0.01104414];3.596057369362048;0.0243764584866399;0.0110441426362986
4288;4288;;-0.0451367970142172;897.5;0.0139237275864115;-0.0321490538125869;648.5;0.011318505764209;-0.019490149820442;401.5;0.011250785317037;-0.0071438435252562;184.5;0.0111426310348286;0.0049049322642739;50.5;10397.5;11.584958217270197;[4.05472806 0.04212064 0.01096737];4.054728060718059;0.0421206437089888;0.0109673712244591
4289;4289;0.0173351049218061;-0.045112752194669;897.5;0.0146900808617402;-0.0321250089930387;648.5;0.012047129327753;-0.0194661050008937;402.5;0.0113056578397793;-0.0071197987057079;184.5;0.0111646894461556;0.0049289770838222;50.5;10397.0;11.584401114206129;[ 3.01782712 -0.00501239  0.01108418];3.0178271226938294;-0.0050123883476314;0.0110841832511342
4290;4290;0.0173351049218061;-0.045112752194669;897.5;0.0146900808617402;-0.0321250089930387;648.5;0.012047129327753;-0.0194661050008937;402.5;0.0111572231155805;-0.0071197987057079;183.5;0.0111646894461556;0.0049289770838222;50.5;10397.0;11.584401114206129;[ 3.08034154 -0.00369899  0.01103645];3.080341542615689;-0.0036989875478916;0.0110364501713568
4291;4291;;-0.0450406107974054;895.5;0.0138875895224318;-0.0320528675957751;646.5;0.0124443180428825;-0.0193939636036301;402.0;0.0111737193909918;-0.0070476573084444;182.5;0.0110981312150713;0.0050011184810858;49.5;10395.5;11.60859854829704;[ 2.15054986 -0.0199987   0.01108876];2.150549860868077;-0.0199987035982038;0.0110887581971695
4292;4292;0.017269441155223;-0.0449203519998947;893.5;0.0146146690123869;-0.0319326087982644;644.5;0.0123841355215234;-0.0192737048061194;399.5;0.0112977362747906;-0.0069273985109337;181.5;0.0112075171975511;0.0051213772785965;49.5;10393.0;11.631785114717404;[ 2.73038507 -0.01528536  0.0111532 ];2.730385065483364;-0.0152853615613076;0.0111532047440437
4293;4293;0.018664116646052;-0.0448481828352477;892.5;0.0138152573306078;-0.0318604396336174;642.5;0.012137675725647;-0.0192015356414725;397.5;0.0111659363902623;-0.0068552293462867;179.5;0.0111393522338455;0.0051935464432434;48.5;10391.5;11.64313725490196;[4.61086487 0.04048831 0.01097545];4.610864873312052;0.0404883110228554;0.0109754490517158
4294;4294;0.0186466268619103;-0.0448000642710686;891.5;0.0137971625649685;-0.0318123210694383;641.5;0.0121138391386988;-0.0191534170772933;396.5;0.0112730021330781;-0.0068071107821075;179.5;0.0111827301193279;0.0052416650074226;48.5;10390.5;11.655075715086932;[4.62016961 0.04238486 0.01103083];4.620169606618362;0.0423848600788232;0.0110308341856371
4295;4295;0.0172776519591552;-0.0449444060734567;894.0;0.0138514327876933;-0.0319566628718263;644.5;0.0121853152642569;-0.0192977588796814;399.5;0.0112438192044022;-0.0069514525844956;181.5;0.0111856735761626;0.0050973232050345;49.5;10393.5;11.625838926174495;[3.29731446 0.0125215  0.01109417];3.297314464832574;0.0125215044981206;0.0110941677523244
4296;4296;0.0172858619529153;-0.0449684589898775;894.5;0.0127463618812613;-0.0319807157882471;644.5;0.0119766371782234;-0.0193218117961022;399.5;0.0111896109367224;-0.0069755055009164;181.5;0.0111638132491547;0.0050732702886137;49.5;10394.0;11.619899385131358;[4.0414907  0.05015178 0.01103406];4.041490695196966;0.0501517797254396;0.0110340615313858
4297;4297;;-0.0450406107974054;895.5;0.0138875895224318;-0.0320528675957751;646.5;0.0122329101641553;-0.0193939636036301;401.5;0.0111737193909918;-0.0070476573084444;182.5;0.0110981312150713;0.0050011184810858;49.5;10395.5;11.60859854829704;[ 2.50635898 -0.00868315  0.01105574];2.506358975037701;-0.008683146342597;0.0110557444321939
4298;4298;0.0172530171153562;-0.0448722403809016;892.5;0.0127125022700447;-0.0318844971792713;642.5;0.0123600425578906;-0.0192255931871263;398.5;0.0112587016101647;-0.0068792868919406;180.5;0.0111176387445734;0.0051694888975896;48.5;10392.0;11.643697478991596;[3.607324   0.03282808 0.01107556];3.6073240041010393;0.0328280803857414;0.0110755572868334
4299;4299;;-0.0452329647310112;899.5;0.0139598470308773;-0.0322452215293809;650.5;0.0118724114265638;-0.019586317537236;404.5;0.0111783203352258;-0.0072400112420502;185.5;0.0111859250846048;0.00480876454748;51.5;10399.5;11.56142301278488;[3.36819911 0.01920832 0.01104753];3.3681991098406128;0.0192083200968174;0.0110475348508504
4300;4300;0.0174498922417203;-0.0454492744899549;904.5;0.0148218590101525;-0.0324615312883246;655.5;0.0122112344944039;-0.0198026272961796;409.5;0.0112741931214164;-0.0074563210009939;189.5;0.0111160031795182;0.0045924547885362;52.5;10404.0;11.502487562189057;[ 2.87656134 -0.0126453   0.01105592];2.8765613399521337;-0.0126453025228204;0.0110559239364949
4301;4301;0.0174171119610935;-0.0453531483721927;902.5;0.0128816365895147;-0.0323654051705624;652.5;0.0116828399317422;-0.0197065011784175;406.5;0.0111983909680142;-0.0073601948832317;187.5;0.0110746297851796;0.0046885809062985;51.5;10402.0;11.525761772853183;[4.27701581 0.0582588  0.01096435];4.277015813599647;0.0582587960950219;0.0109643510031208
4302;4302;0.0173679174095911;-0.0452089245358002;899.5;0.0128309391790004;-0.0322211813341699;649.5;0.0127323817862942;-0.019562277342025;406.0;0.0112339362414641;-0.0072159710468392;185.5;0.0110763512714246;0.0048328047426909;50.5;10399.0;11.560867148415786;[3.28679987 0.01873364 0.01109348];3.286799865452362;0.0187336421950479;0.0110934786831082
4303;4303;0.0173679174095911;-0.0452089245358002;899.5;0.0128309391790004;-0.0322211813341699;649.5;0.0116144166193716;-0.019562277342025;403.5;0.0112339362414641;-0.0072159710468392;185.5;0.0110763512714246;0.0048328047426909;50.5;10399.0;11.560867148415786;[4.30617376 0.05970056 0.01096236];4.306173762264201;0.0597005610050579;0.0109623582595483
4304;4304;0.0173186938333331;-0.0450646590863743;896.5;0.01467123543153;-0.032076915884744;647.5;0.0115459017364175;-0.019418011892599;400.5;0.0112670297840065;-0.0070717055974133;183.5;0.0110762032429372;0.0049770701921169;49.5;10396.0;11.596207473508088;[3.40451352 0.00881554 0.0109587 ];3.4045135200600667;0.0088155381218689;0.0109586986932933
4305;4305;;-0.0450165613517405;;;-0.0320288181501102;;;-0.0193699141579653;;;-0.0070236078627795;;;0.0050251679267507;;10395.0;;[nan nan nan];;;
4306;4306;0.0172858619529153;-0.0449684589898775;894.5;0.0127463618812613;-0.0319807157882471;644.5;0.0119766371782234;-0.0193218117961022;399.5;0.0111896109367224;-0.0069755055009164;181.5;0.0111638132491547;0.0050732702886137;49.5;10394.0;11.619899385131358;[4.0414907  0.05015178 0.01103406];4.041490695196966;0.0501517797254396;0.0110340615313858
4307;4307;0.0173351049218061;-0.045112752194669;897.5;0.0127971205291241;-0.0321250089930387;647.5;0.0115687502516157;-0.0194661050008937;401.5;0.0111572231155805;-0.0071197987057079;183.5;0.0111646894461556;0.0049289770838222;50.5;10397.0;11.584401114206129;[4.44769841 0.06612663 0.01098034];4.447698411474783;0.0661266343596714;0.0109803409828014
4308;4308;0.0173761185150399;-0.0452329647310112;900.0;0.0139598470308773;-0.0322452215293809;650.5;0.0123279670350638;-0.019586317537236;405.5;0.0111783203352258;-0.0072400112420502;185.5;0.0111859250846048;0.00480876454748;51.5;10399.5;11.555;[3.23134742 0.00880927 0.01108995];3.2313474190133857;0.008809273488702;0.0110899453207799
4309;4309;0.0173679174095911;-0.0452089245358002;899.5;0.0147277567011323;-0.0322211813341699;650.5;0.0129288753718622;-0.019562277342025;406.5;0.0112339362414641;-0.0072159710468392;185.5;0.0110763512714246;0.0048328047426909;50.5;10399.0;11.560867148415786;[ 2.17457214 -0.04113262  0.01110979];2.174572141556791;-0.041132616815523;0.0111097853180587
4310;4310;0.0173433092543662;-0.0451367970142172;898.0;0.0139237275864115;-0.0321490538125869;648.5;0.0118260959723961;-0.019490149820442;402.5;0.011250785317037;-0.0071438435252562;184.5;0.0111426310348286;0.0049049322642739;50.5;10397.5;11.578507795100222;[3.60674403 0.02392082 0.01102765];3.606744026185993;0.0239208178202006;0.0110276450279347
4311;4311;0.0173186938333331;-0.0450646590863743;896.5;0.01467123543153;-0.032076915884744;647.5;0.0124563460267377;-0.019418011892599;402.5;0.0112670297840065;-0.0070717055974133;183.5;0.0110762032429372;0.0049770701921169;49.5;10396.0;11.596207473508088;[ 2.57435962 -0.02430742  0.01107028];2.5743596194618195;-0.0243074229098715;0.0110702758297634
4312;4312;0.0173351049218061;-0.045112752194669;897.5;0.0127971205291241;-0.0321250089930387;647.5;0.012047129327753;-0.0194661050008937;402.5;0.0111572231155805;-0.0071197987057079;183.5;0.0111646894461556;0.0049289770838222;50.5;10397.0;11.584401114206129;[4.0115067  0.04868072 0.01103813];4.011506696899614;0.0486807236865912;0.0110381294694135
4313;4313;0.0173351049218061;-0.045112752194669;897.5;0.0146900808617402;-0.0321250089930387;648.5;0.012047129327753;-0.0194661050008937;402.5;0.0111572231155805;-0.0071197987057079;183.5;0.0111646894461556;0.0049289770838222;50.5;10397.0;11.584401114206129;[ 3.08034154 -0.00369899  0.01103645];3.080341542615689;-0.0036989875478916;0.0110364501713568
4314;4314;0.0188039032211861;-0.0452329647310112;900.5;0.0153549777761737;-0.0322452215293809;651.5;0.0118724114265638;-0.019586317537236;404.5;0.0111783203352258;-0.0072400112420502;185.5;0.0110542228832136;0.00480876454748;50.5;10399.5;11.54858411993337;[4.13947327 0.0092605  0.01090221];4.139473269209525;0.0092605043624636;0.0109022054074311
4315;4315;0.0173679174095911;-0.0452089245358002;899.5;0.0147277567011323;-0.0322211813341699;650.5;0.0116144166193716;-0.019562277342025;403.5;0.0112339362414641;-0.0072159710468392;185.5;0.0110763512714246;0.0048328047426909;50.5;10399.0;11.560867148415786;[3.37311122 0.00703465 0.01095562];3.373111219847713;0.0070346486643303;0.0109556191655899
4316;4316;;-0.0450887062187584;896.5;0.0139056608850551;-0.0321009630171281;647.5;0.0118029224949633;-0.0194420590249831;401.5;0.0112122792588665;-0.0070957527297973;183.5;0.0111867305794473;0.0049530230597328;50.5;10396.5;11.596765197992193;[3.34422299 0.01976054 0.01105195];3.344222987140866;0.0197605420009684;0.0110519518819397
4317;4317;0.0173433092543662;-0.0451367970142172;898.0;0.0153161246985657;-0.0321490538125869;649.5;0.0126959539913079;-0.019490149820442;404.5;0.011250785317037;-0.0071438435252562;184.5;0.0111426310348286;0.0049049322642739;50.5;10397.5;11.578507795100222;[ 2.12866381 -0.04640167  0.0111298 ];2.1286638140194136;-0.0464016709011205;0.0111297991401855
4318;4318;0.0173351049218061;-0.045112752194669;897.5;0.0146900808617402;-0.0321250089930387;648.5;0.012047129327753;-0.0194661050008937;402.5;0.0111572231155805;-0.0071197987057079;183.5;0.0111646894461556;0.0049289770838222;50.5;10397.0;11.584401114206129;[ 3.08034154 -0.00369899  0.01103645];3.080341542615689;-0.0036989875478916;0.0110364501713568
4319;4319;;-0.0450887062187584;896.5;0.0139056608850551;-0.0321009630171281;647.5;0.0118029224949633;-0.0194420590249831;401.5;0.0112122792588665;-0.0070957527297973;183.5;0.0111867305794473;0.0049530230597328;50.5;10396.5;11.596765197992193;[3.34422299 0.01976054 0.01105195];3.344222987140866;0.0197605420009684;0.0110519518819397
4320;4320;0.0174498922417203;-0.0454492744899549;904.5;0.0129154145499142;-0.0324615312883246;654.5;0.0122112344944039;-0.0198026272961796;409.5;0.0111226981507391;-0.0074563210009939;188.5;0.0111160031795182;0.0045924547885362;52.5;10404.0;11.502487562189057;[3.87816273 0.04212213 0.01102722];3.8781627307387536;0.0421221264964133;0.0110272150466918
4321;4321;;-0.0454012137411315;;;-0.0324134705395011;;;-0.0197545665473562;;;-0.0074082602521704;;;0.0046405155373597;;10403.0;;[nan nan nan];;;
4322;4322;;-0.0454252446930021;903.5;0.0140320302646142;-0.0324375014913718;654.5;0.0119649171313143;-0.0197785974992268;408.5;0.0111796772711613;-0.0074322912040411;188.5;0.0111384468548532;0.0046164845854891;52.5;10403.5;11.514665190924184;[3.24937105 0.01356029 0.01103062];3.249371053660495;0.0135602908597565;0.0110306215966655
4323;4323;0.0174662775644102;-0.0454973306195512;905.5;0.0148406645647475;-0.0325095874179209;656.5;0.0122346354879272;-0.019850683425776;410.5;0.0111603239346336;-0.0075043771305902;189.5;0.0110710602454671;0.0045443986589399;52.5;10405.0;11.490889011595804;[ 2.86773264 -0.01477014  0.01099321];2.867732642601652;-0.0147701350501643;0.0109932130359165
4324;4324;;-0.0454252446930021;903.5;0.0140320302646142;-0.0324375014913718;654.5;0.0119649171313143;-0.0197785974992268;408.5;0.0111796772711613;-0.0074322912040411;188.5;0.0111384468548532;0.0046164845854891;52.5;10403.5;11.514665190924184;[3.24937105 0.01356029 0.01103062];3.249371053660495;0.0135602908597565;0.0110306215966655
4325;4325;0.0174253082365351;-0.0453771816342321;903.0;0.014013991397286;-0.0323894384326017;653.5;0.0123991443322306;-0.0197305344404568;408.5;0.0112173606571669;-0.007384228145271;188.0;0.0110523166481618;0.0046645476442591;51.5;10402.5;11.519933554817277;[ 3.04592496e+00 -8.16212837e-04  1.10281939e-02];3.045924957102586;-0.000816212837329;0.0110281939079869
