variable;iv;timestamp;option;m
iv_9750;0.0128140318952957;4533;m_9750;-0.032173097475884
iv_9750;0.0139056608850551;4534;m_9750;-0.0321009630171281
iv_9750;0.0146900808617402;4535;m_9750;-0.0321250089930387
iv_9750;0.0139778997867227;4536;m_9750;-0.0322932984524949
iv_9750;0.0139778997867227;4537;m_9750;-0.0322932984524949
iv_9750;0.0139237275864115;4538;m_9750;-0.0321490538125869
iv_9750;0.0127294341305952;4539;m_9750;-0.0319326087982644
iv_9750;0.0139237275864115;4540;m_9750;-0.0321490538125869
iv_9750;0.0139417896328932;4541;m_9750;-0.0321971399830414
iv_9750;0.0147277567011323;4542;m_9750;-0.0322211813341699
iv_9750;0.014013991397286;4543;m_9750;-0.0323894384326017
iv_9750;0.0139688739886751;4544;m_9750;-0.0322692605687855
iv_9750;0.014013991397286;4545;m_9750;-0.0323894384326017
iv_9750;0.0147089212825469;4546;m_9750;-0.032173097475884
iv_9750;0.0139959479067552;4547;m_9750;-0.0323413707532722
iv_9750;0.0139778997867227;4548;m_9750;-0.0322932984524949
iv_9750;0.0139327591911109;4549;m_9750;-0.032173097475884
iv_9750;0.0139417896328932;4550;m_9750;-0.0321971399830414
iv_9750;0.0146900808617402;4551;m_9750;-0.0321250089930387
iv_9750;0.0128140318952957;4552;m_9750;-0.032173097475884
iv_9750;0.0128309391790004;4553;m_9750;-0.0322211813341699
iv_9750;0.0139417896328932;4554;m_9750;-0.0321971399830414
iv_9750;0.0128309391790004;4555;m_9750;-0.0322211813341699
iv_9750;0.0139237275864115;4556;m_9750;-0.0321490538125869
iv_9750;0.0147277567011323;4557;m_9750;-0.0322211813341699
iv_9750;0.0139417896328932;4558;m_9750;-0.0321971399830414
iv_9750;0.0127971205291241;4559;m_9750;-0.0321250089930387
iv_9750;0.0138695134921249;4560;m_9750;-0.0320047675476379
iv_9750;0.0138152573306078;4561;m_9750;-0.0318604396336174
iv_9750;0.0145202907824591;4562;m_9750;-0.0316920043953731
iv_9750;0.0145202907824591;4563;m_9750;-0.0316920043953731
iv_9750;0.013742850041338;4564;m_9750;-0.0316679375859053
iv_9750;0.0137247364359961;4565;m_9750;-0.0316198004914232
iv_9750;0.0144257856746463;4566;m_9750;-0.0314512841557805
iv_9750;0.0142932635880644;4567;m_9750;-0.0311140810021934
iv_9750;0.0135796568828939;4568;m_9750;-0.0312345368075413
iv_9750;0.0135796568828939;4569;m_9750;-0.0312345368075413
iv_9750;0.0144068693458493;4570;m_9750;-0.0314031261976407
iv_9750;;4571;m_9750;-0.0313308805623555
iv_9750;0.0136340973802986;4572;m_9750;-0.0313790454790674
iv_9750;0.0144446968910308;4573;m_9750;-0.0314994374759892
iv_9750;0.0136340973802986;4574;m_9750;-0.0313790454790674
iv_9750;0.0136159553166212;4575;m_9750;-0.0313308805623555
iv_9750;0.0135978084864097;4576;m_9750;-0.0312827110054781
iv_9750;0.0144257856746463;4577;m_9750;-0.0314512841557805
iv_9750;0.0125599296615665;4578;m_9750;-0.0314512841557805
iv_9750;0.0144257856746463;4579;m_9750;-0.0314512841557805
iv_9750;0.0125089973403922;4580;m_9750;-0.0313067963639933
iv_9750;0.0136884950394742;4581;m_9750;-0.0315235123971484
iv_9750;0.0126362578890764;4582;m_9750;-0.0316679375859053
iv_9750;0.013742850041338;4583;m_9750;-0.0316679375859053
iv_9750;0.0144446968910308;4584;m_9750;-0.0314994374759892
iv_9750;0.0137066181042487;4585;m_9750;-0.0315716587621351
iv_9750;0.0144636030025244;4586;m_9750;-0.0315475861591599
iv_9750;0.0126277811248658;4587;m_9750;-0.0316438696179592
iv_9750;0.013742850041338;4588;m_9750;-0.0316679375859053
iv_9750;0.0137247364359961;4589;m_9750;-0.0316198004914232
iv_9750;0.0136703672350126;4590;m_9750;-0.0314753613955704
iv_9750;0.0136703672350126;4591;m_9750;-0.0314753613955704
iv_9750;0.0144068693458493;4592;m_9750;-0.0314031261976407
iv_9750;0.0143879478970958;4593;m_9750;-0.0313549636006763
iv_9750;0.0136884950394742;4594;m_9750;-0.0315235123971484
iv_9750;0.0144257856746463;4595;m_9750;-0.0314512841557805
iv_9750;0.0136250269438518;4596;m_9750;-0.0313549636006763
iv_9750;0.0144257856746463;4597;m_9750;-0.0314512841557805
iv_9750;0.0136703672350126;4598;m_9750;-0.0314753613955704
iv_9750;0.0136340973802986;4599;m_9750;-0.0313790454790674
iv_9750;0.0135978084864097;4600;m_9750;-0.0312827110054781
iv_9750;0.0135978084864097;4601;m_9750;-0.0312827110054781
iv_9750;0.0135978084864097;4602;m_9750;-0.0312827110054781
iv_9750;0.0135796568828939;4603;m_9750;-0.0312345368075413
iv_9750;0.0135160885825966;4604;m_9750;-0.031065890553503
iv_9750;0.0142932635880644;4605;m_9750;-0.0311140810021934
iv_9750;0.0135796568828939;4606;m_9750;-0.0312345368075413
iv_9750;0.0135978084864097;4607;m_9750;-0.0312827110054781
iv_9750;;4608;m_9750;-0.031210447967896
iv_9750;0.0143500896094045;4609;m_9750;-0.031258624486698
iv_9750;0.0144068693458493;4610;m_9750;-0.0314031261976407
iv_9750;0.0135796568828939;4611;m_9750;-0.0312345368075413
iv_9750;0.0135978084864097;4612;m_9750;-0.0312827110054781
iv_9750;0.0124920115411475;4613;m_9750;-0.031258624486698
iv_9750;0.0135433393287778;4614;m_9750;-0.031138174484911
iv_9750;0.013507002599664;4615;m_9750;-0.0310417935873064
iv_9750;0.0134524614324961;4616;m_9750;-0.0308971873971536
iv_9750;0.0123389501415158;4617;m_9750;-0.0308248686158401
iv_9750;0.013470646640571;4618;m_9750;-0.030945394107565
iv_9750;0.0147699120310447;4619;m_9750;-0.0308007600307682
iv_9750;0.013470646640571;4620;m_9750;-0.030945394107565
iv_9750;0.0141794718596456;4621;m_9750;-0.0308248686158401
iv_9750;0.0133068053604441;4622;m_9750;-0.0305113663025332
iv_9750;0.0133614628279441;4623;m_9750;-0.0306560841038329
iv_9750;0.0140464775486715;4624;m_9750;-0.0304872425961622
iv_9750;0.0146130583245993;4625;m_9750;-0.0304148644928247
iv_9750;0.0133250293915465;4626;m_9750;-0.0305596102238365
iv_9750;0.0133614628279441;4627;m_9750;-0.0306560841038329
iv_9750;0.0148286401710136;4628;m_9750;-0.030945394107565
iv_9750;0.0142743112596655;4629;m_9750;-0.031065890553503
iv_9750;0.0148286401710136;4630;m_9750;-0.030945394107565
iv_9750;0.0134524614324961;4631;m_9750;-0.0308971873971536
iv_9750;0.0123389501415158;4632;m_9750;-0.0308248686158401
iv_9750;0.0141604883733808;4633;m_9750;-0.0307766502831926
iv_9750;0.0124070195931083;4634;m_9750;-0.0310176954597263
iv_9750;0.0135251733645239;4635;m_9750;-0.0310899863584281
iv_9750;0.0123729933273703;4636;m_9750;-0.030921291333331
iv_9750;0.0123900085722926;4637;m_9750;-0.0309694957199675
iv_9750;0.0123900085722926;4638;m_9750;-0.0309694957199675
iv_9750;0.0142458730643263;4639;m_9750;-0.0309935961706506
iv_9750;0.0141984501333673;4640;m_9750;-0.0308730822989206
iv_9750;0.0123559738524174;4641;m_9750;-0.0308730822989206
iv_9750;0.0122708128189449;4642;m_9750;-0.0306319673788795
iv_9750;0.0146915299431722;4643;m_9750;-0.0306078494906371
iv_9750;0.0133341395775369;4644;m_9750;-0.0305837304389935
iv_9750;0.0133068053604441;4645;m_9750;-0.0305113663025332
iv_9750;0.0122196650557145;4646;m_9750;-0.0304872425961622
iv_9750;0.0132703426366778;4647;m_9750;-0.0304148644928247
iv_9750;0.0140464775486715;4648;m_9750;-0.0304872425961622
iv_9750;0.0132703426366778;4649;m_9750;-0.0304148644928247
iv_9750;0.0132885764445405;4650;m_9750;-0.0304631177258287
iv_9750;0.0133614628279441;4651;m_9750;-0.0306560841038329
iv_9750;0.0133978768106365;4652;m_9750;-0.0307525393730011
iv_9750;0.013470646640571;4653;m_9750;-0.030945394107565
iv_9750;0.0134888270273168;4654;m_9750;-0.0309935961706506
iv_9750;0.0134524614324961;4655;m_9750;-0.0308971873971536
iv_9750;0.0123219221886952;4656;m_9750;-0.0307766502831926
iv_9750;0.0134160765245201;4657;m_9750;-0.0308007600307682
iv_9750;0.0134342713961396;4658;m_9750;-0.0308489760385201
iv_9750;0.0123729933273703;4659;m_9750;-0.030921291333331
iv_9750;0.0134160765245201;4660;m_9750;-0.0308007600307682
iv_9750;0.0142174232024063;4661;m_9750;-0.030921291333331
iv_9750;0.0135615004992906;4662;m_9750;-0.0311863579676505
iv_9750;0.0144446968910308;4663;m_9750;-0.0314994374759892
iv_9750;0.0136522346841874;4664;m_9750;-0.0314272057565078
iv_9750;0.0136884950394742;4665;m_9750;-0.0315235123971484
iv_9750;0.0150630567060262;4666;m_9750;-0.0315235123971484
iv_9750;0.0125429563948549;4667;m_9750;-0.0314031261976407
iv_9750;0.0142932635880644;4668;m_9750;-0.0311140810021934
iv_9750;0.0135251733645239;4669;m_9750;-0.0310899863584281
iv_9750;0.0148677645690331;4670;m_9750;-0.0310417935873064
iv_9750;0.0134888270273168;4671;m_9750;-0.0309935961706506
iv_9750;0.0142648331558872;4672;m_9750;-0.0310417935873064
iv_9750;0.0135433393287778;4673;m_9750;-0.031138174484911
iv_9750;0.0123900085722926;4674;m_9750;-0.0309694957199675
iv_9750;0.0147307321441592;4675;m_9750;-0.0307043140643217
iv_9750;0.0133978768106365;4676;m_9750;-0.0307525393730011
iv_9750;0.0122878535334191;4677;m_9750;-0.0306801996656096
iv_9750;0.0133614628279441;4678;m_9750;-0.0306560841038329
iv_9750;0.0141984501333673;4679;m_9750;-0.0308730822989206
iv_9750;0.0134342713961396;4680;m_9750;-0.0308489760385201
iv_9750;0.0133614628279441;4681;m_9750;-0.0306560841038329
iv_9750;0.0148090696718101;4682;m_9750;-0.0308971873971536
iv_9750;0.0142553537577605;4683;m_9750;-0.0310176954597263
iv_9750;0.0143500896094045;4684;m_9750;-0.031258624486698
iv_9750;0.0135251733645239;4685;m_9750;-0.0310899863584281
iv_9750;0.0143122107506914;4686;m_9750;-0.0311622668066927
iv_9750;0.0143500896094045;4687;m_9750;-0.031258624486698
iv_9750;0.0135251733645239;4688;m_9750;-0.0310899863584281
iv_9750;0.0148286401710136;4689;m_9750;-0.030945394107565
iv_9750;0.0141984501333673;4690;m_9750;-0.0308730822989206
iv_9750;0.0133432485450078;4691;m_9750;-0.0306078494906371
iv_9750;0.0133978768106365;4692;m_9750;-0.0307525393730011
iv_9750;0.0133796722474645;4693;m_9750;-0.0307043140643217
iv_9750;0.0146915299431722;4694;m_9750;-0.0306078494906371
iv_9750;0.0141225057316421;4695;m_9750;-0.0306801996656096
iv_9750;0.0141035065603029;4696;m_9750;-0.0306319673788795
iv_9750;0.0141035065603029;4697;m_9750;-0.0306319673788795
iv_9750;0.0133978768106365;4698;m_9750;-0.0307525393730011
iv_9750;0.0133614628279441;4699;m_9750;-0.0306560841038329
iv_9750;0.0140845021447025;4700;m_9750;-0.0305837304389935
iv_9750;0.0132247366673181;4701;m_9750;-0.0302942110331045
iv_9750;0.0121684787349286;4702;m_9750;-0.0303424759107906
iv_9750;0.014573788768653;4703;m_9750;-0.0303183440543221
iv_9750;0.0121514080310554;4704;m_9750;-0.0302942110331045
iv_9750;0.0132521039296318;4705;m_9750;-0.0303666066026222
iv_9750;0.0138751051433518;4706;m_9750;-0.0300528167349769
iv_9750;0.0139322770604082;4707;m_9750;-0.0301976672984929
iv_9750;0.0131425683984393;4708;m_9750;-0.0300769614098735
iv_9750;0.0145148420549319;4709;m_9750;-0.0301735284518423
iv_9750;0.0139132250830271;4710;m_9750;-0.0301493884397676
iv_9750;0.0139703650715428;4711;m_9750;-0.0302942110331045
iv_9750;0.0131608366531196;4712;m_9750;-0.0301252472621563
iv_9750;0.0131242951934704;4713;m_9750;-0.0300286708940933
iv_9750;;4714;m_9750;-0.0299562263743944
iv_9750;0.0131699689264066;4715;m_9750;-0.0301493884397676
iv_9750;0.0138751051433518;4716;m_9750;-0.0300528167349769
iv_9750;0.0131973583411165;4717;m_9750;-0.0302218049798319
iv_9750;0.0132521039296318;4718;m_9750;-0.0303666066026222
iv_9750;0.0145934263660975;4719;m_9750;-0.0303666066026222
iv_9750;0.0132703426366778;4720;m_9750;-0.0304148644928247
iv_9750;0.0140369681094617;4721;m_9750;-0.0304631177258287
iv_9750;0.0140464775486715;4722;m_9750;-0.0304872425961622
iv_9750;0.0140464775486715;4723;m_9750;-0.0304872425961622
iv_9750;0.0132885764445405;4724;m_9750;-0.0304631177258287
iv_9750;0.0140274573521603;4725;m_9750;-0.0304389916914203
iv_9750;0.0140179452757489;4726;m_9750;-0.0304148644928247
iv_9750;0.0133068053604441;4727;m_9750;-0.0305113663025332
iv_9750;0.0140464775486715;4728;m_9750;-0.0304872425961622
iv_9750;0.0132885764445405;4729;m_9750;-0.0304631177258287
iv_9750;0.0140464775486715;4730;m_9750;-0.0304872425961622
iv_9750;0.0133614628279441;4731;m_9750;-0.0306560841038329
iv_9750;0.0133796722474645;4732;m_9750;-0.0307043140643217
iv_9750;0.0140845021447025;4733;m_9750;-0.0305837304389935
iv_9750;0.0141035065603029;4734;m_9750;-0.0306319673788795
iv_9750;0.0133432485450078;4735;m_9750;-0.0306078494906371
iv_9750;0.0140845021447025;4736;m_9750;-0.0305837304389935
iv_9750;0.0146523053596329;4737;m_9750;-0.0305113663025332
iv_9750;0.0122196650557145;4738;m_9750;-0.0304872425961622
iv_9750;0.0132156117891168;4739;m_9750;-0.0302700768470253
iv_9750;0.0132612238959992;4740;m_9750;-0.0303907361299294
iv_9750;0.0145934263660975;4741;m_9750;-0.0303666066026222
iv_9750;0.0141035065603029;4742;m_9750;-0.0306319673788795
iv_9750;0.0134342713961396;4743;m_9750;-0.0308489760385201
iv_9750;0.0141794718596456;4744;m_9750;-0.0308248686158401
iv_9750;0.0141984501333673;4745;m_9750;-0.0308730822989206
iv_9750;0.0142553537577605;4746;m_9750;-0.0310176954597263
iv_9750;0.0134888270273168;4747;m_9750;-0.0309935961706506
iv_9750;0.0124410289859692;4748;m_9750;-0.0311140810021934
iv_9750;0.013470646640571;4749;m_9750;-0.030945394107565
iv_9750;0.013470646640571;4750;m_9750;-0.030945394107565
iv_9750;0.0123729933273703;4751;m_9750;-0.030921291333331
iv_9750;0.0133796722474645;4752;m_9750;-0.0307043140643217
iv_9750;0.0141794718596456;4753;m_9750;-0.0308248686158401
iv_9750;0.0134433670182886;4754;m_9750;-0.0308730822989206
iv_9750;0.0141794718596456;4755;m_9750;-0.0308248686158401
iv_9750;0.0123389501415158;4756;m_9750;-0.0308248686158401
iv_9750;0.013470646640571;4757;m_9750;-0.030945394107565
iv_9750;0.0134342713961396;4758;m_9750;-0.0308489760385201
iv_9750;0.0141509946730824;4759;m_9750;-0.0307525393730011
iv_9750;0.0133796722474645;4760;m_9750;-0.0307043140643217
iv_9750;0.0133432485450078;4761;m_9750;-0.0306078494906371
iv_9750;0.0141414996666864;4762;m_9750;-0.0307284273000815
iv_9750;0.0123048899879996;4763;m_9750;-0.0307284273000815
iv_9750;;4764;m_9750;-0.0307043140643217
iv_9750;0.0133614628279441;4765;m_9750;-0.0306560841038329
iv_9750;0.0122708128189449;4766;m_9750;-0.0306319673788795
iv_9750;0.0146719204535219;4767;m_9750;-0.0305596102238365
iv_9750;0.0140084318792159;4768;m_9750;-0.0303907361299294
iv_9750;;4769;m_9750;-0.0301976672984929
iv_9750;0.0139227517368964;4770;m_9750;-0.0301735284518423
iv_9750;0.0131608366531196;4771;m_9750;-0.0301252472621563
iv_9750;0.0131608366531196;4772;m_9750;-0.0301252472621563
iv_9750;0.0130877339030532;4773;m_9750;-0.0299320758684366
iv_9750;0.0119462217120313;4774;m_9750;-0.0297146688065288
iv_9750;0.0138178851468026;4775;m_9750;-0.0299079241959286
iv_9750;0.0138560371644512;4776;m_9750;-0.0300045238871101
iv_9750;0.0131242951934704;4777;m_9750;-0.0300286708940933
iv_9750;0.013106017030823;4778;m_9750;-0.0299803757139147
iv_9750;0.0137797116600359;4779;m_9750;-0.02981130583814
iv_9750;0.0137797116600359;4780;m_9750;-0.02981130583814
iv_9750;0.0137988010912726;4781;m_9750;-0.0298596173508111
iv_9750;0.0120317921098807;4782;m_9750;-0.0299562263743944
iv_9750;0.0138369638350609;4783;m_9750;-0.0299562263743944
iv_9750;0.0131242951934704;4784;m_9750;-0.0300286708940933
iv_9750;0.0138178851468026;4785;m_9750;-0.0299079241959286
iv_9750;0.0131242951934704;4786;m_9750;-0.0300286708940933
iv_9750;0.0138369638350609;4787;m_9750;-0.0299562263743944
iv_9750;0.0130694458027032;4788;m_9750;-0.0298837713567577
iv_9750;0.0130694458027032;4789;m_9750;-0.0298837713567577
iv_9750;0.0130877339030532;4790;m_9750;-0.0299320758684366
iv_9750;0.0144361669567061;4791;m_9750;-0.0299803757139147
iv_9750;0.0138560371644512;4792;m_9750;-0.0300045238871101
iv_9750;0.0137224110272546;4793;m_9750;-0.0296663432857837
iv_9750;0.0129412892359765;4794;m_9750;-0.0295455090456055
iv_9750;0.013684183570839;4795;m_9750;-0.0295696782299002
iv_9750;0.0143376945433569;4796;m_9750;-0.0297388298154973
iv_9750;0.013106017030823;4797;m_9750;-0.0299803757139147
iv_9750;0.0132156117891168;4798;m_9750;-0.0302700768470253
iv_9750;0.014455844273658;4799;m_9750;-0.0300286708940933
iv_9750;0.0130785904749188;4800;m_9750;-0.0299079241959286
iv_9750;0.0143574005000279;4801;m_9750;-0.02978714833119
iv_9750;0.013741516636539;4802;m_9750;-0.0297146688065288
iv_9750;0.0143376945433569;4803;m_9750;-0.0297388298154973
iv_9750;0.0129962435254344;4804;m_9750;-0.0296905066299953
iv_9750;0.0137033000082224;4805;m_9750;-0.0296180130938752
iv_9750;0.0130328546543077;4806;m_9750;-0.02978714833119
iv_9750;0.011980462980089;4807;m_9750;-0.02981130583814
iv_9750;0.0130328546543077;4808;m_9750;-0.02978714833119
iv_9750;0.0120317921098807;4809;m_9750;-0.0299562263743944
iv_9750;0.0130602998854782;4810;m_9750;-0.0298596173508111
iv_9750;0.013106017030823;4811;m_9750;-0.0299803757139147
iv_9750;0.0138369638350609;4812;m_9750;-0.0299562263743944
iv_9750;0.0138560371644512;4813;m_9750;-0.0300045238871101
iv_9750;0.0131242951934704;4814;m_9750;-0.0300286708940933
iv_9750;0.0131699689264066;4815;m_9750;-0.0301493884397676
iv_9750;0.0138465011690906;4816;m_9750;-0.0299803757139147
iv_9750;0.0131425683984393;4817;m_9750;-0.0300769614098735
iv_9750;0.0139036970977777;4818;m_9750;-0.0301252472621563
iv_9750;0.0145934263660975;4819;m_9750;-0.0303666066026222
iv_9750;0.0132429827366699;4820;m_9750;-0.0303424759107906
iv_9750;0.0132338603162027;4821;m_9750;-0.0303183440543221
iv_9750;0.0138751051433518;4822;m_9750;-0.0300528167349769
iv_9750;0.0120488931060704;4823;m_9750;-0.0300045238871101
iv_9750;0.0121684787349286;4824;m_9750;-0.0303424759107906
iv_9750;0.0132794601525562;4825;m_9750;-0.0304389916914203
iv_9750;0.0132521039296318;4826;m_9750;-0.0303666066026222
iv_9750;0.0122026072411112;4827;m_9750;-0.0304389916914203
iv_9750;0.0141225057316421;4828;m_9750;-0.0306801996656096
iv_9750;0.0132885764445405;4829;m_9750;-0.0304631177258287
iv_9750;0.0133068053604441;4830;m_9750;-0.0305113663025332
iv_9750;0.0140464775486715;4831;m_9750;-0.0304872425961622
iv_9750;0.0133068053604441;4832;m_9750;-0.0305113663025332
iv_9750;0.0133432485450078;4833;m_9750;-0.0306078494906371
iv_9750;0.0122708128189449;4834;m_9750;-0.0306319673788795
iv_9750;0.0133887751356512;4835;m_9750;-0.0307284273000815
iv_9750;0.0133887751356512;4836;m_9750;-0.0307284273000815
iv_9750;0.0141320033532016;4837;m_9750;-0.0307043140643217
iv_9750;0.0141414996666864;4838;m_9750;-0.0307284273000815
iv_9750;0.0133159179861472;4839;m_9750;-0.0305354888450538
iv_9750;0.0139703650715428;4840;m_9750;-0.0302942110331045
iv_9750;0.0131790999648921;4841;m_9750;-0.0301735284518423
iv_9750;0.0132338603162027;4842;m_9750;-0.0303183440543221
iv_9750;0.0121514080310554;4843;m_9750;-0.0302942110331045
iv_9750;0.0121684787349286;4844;m_9750;-0.0303424759107906
iv_9750;0.0132703426366778;4845;m_9750;-0.0304148644928247
iv_9750;0.0140464775486715;4846;m_9750;-0.0304872425961622
iv_9750;0.0140274573521603;4847;m_9750;-0.0304389916914203
iv_9750;0.0139703650715428;4848;m_9750;-0.0302942110331045
iv_9750;0.0139989171615443;4849;m_9750;-0.0303666066026222
iv_9750;0.0139703650715428;4850;m_9750;-0.0302942110331045
iv_9750;0.0140084318792159;4851;m_9750;-0.0303907361299294
iv_9750;;4852;m_9750;-0.0303183440543221
iv_9750;0.0139703650715428;4853;m_9750;-0.0302942110331045
iv_9750;0.0131790999648921;4854;m_9750;-0.0301735284518423
iv_9750;0.0139513237205041;4855;m_9750;-0.0302459414959719
iv_9750;0.0131790999648921;4856;m_9750;-0.0301735284518423
iv_9750;0.0139322770604082;4857;m_9750;-0.0301976672984929
iv_9750;0.0139703650715428;4858;m_9750;-0.0302942110331045
iv_9750;0.0131973583411165;4859;m_9750;-0.0302218049798319
iv_9750;0.0139703650715428;4860;m_9750;-0.0302942110331045
iv_9750;0.0132703426366778;4861;m_9750;-0.0304148644928247
iv_9750;0.0133068053604441;4862;m_9750;-0.0305113663025332
iv_9750;0.0141130068010075;4863;m_9750;-0.0306560841038329
iv_9750;0.0133250293915465;4864;m_9750;-0.0305596102238365
iv_9750;0.0133432485450078;4865;m_9750;-0.0306078494906371
iv_9750;0.0133614628279441;4866;m_9750;-0.0306560841038329
iv_9750;0.0134342713961396;4867;m_9750;-0.0308489760385201
iv_9750;0.0123559738524174;4868;m_9750;-0.0308730822989206
iv_9750;0.0134342713961396;4869;m_9750;-0.0308489760385201
iv_9750;0.0135251733645239;4870;m_9750;-0.0310899863584281
iv_9750;0.0134615546396339;4871;m_9750;-0.030921291333331
iv_9750;0.0135433393287778;4872;m_9750;-0.031138174484911
iv_9750;0.0142932635880644;4873;m_9750;-0.0311140810021934
iv_9750;0.0135433393287778;4874;m_9750;-0.031138174484911
iv_9750;0.0135615004992906;4875;m_9750;-0.0311863579676505
iv_9750;0.0136159553166212;4876;m_9750;-0.0313308805623555
iv_9750;0.0144068693458493;4877;m_9750;-0.0314031261976407
iv_9750;0.0125599296615665;4878;m_9750;-0.0314512841557805
iv_9750;0.0136703672350126;4879;m_9750;-0.0314753613955704
iv_9750;0.0143311527552475;4880;m_9750;-0.031210447967896
iv_9750;0.0135433393287778;4881;m_9750;-0.031138174484911
iv_9750;0.0135615004992906;4882;m_9750;-0.0311863579676505
iv_9750;;4883;m_9750;-0.0311863579676505
iv_9750;0.0135251733645239;4884;m_9750;-0.0310899863584281
iv_9750;0.0143311527552475;4885;m_9750;-0.031210447967896
iv_9750;0.0135524205128246;4886;m_9750;-0.0311622668066927
iv_9750;0.0142743112596655;4887;m_9750;-0.031065890553503
iv_9750;0.0135796568828939;4888;m_9750;-0.0312345368075413
iv_9750;0.0124920115411475;4889;m_9750;-0.031258624486698
iv_9750;0.0149654791168765;4890;m_9750;-0.0312827110054781
iv_9750;0.0142743112596655;4891;m_9750;-0.031065890553503
iv_9750;0.0143122107506914;4892;m_9750;-0.0311622668066927
iv_9750;0.0135615004992906;4893;m_9750;-0.0311863579676505
iv_9750;0.0135615004992906;4894;m_9750;-0.0311863579676505
iv_9750;0.0142932635880644;4895;m_9750;-0.0311140810021934
iv_9750;0.0135615004992906;4896;m_9750;-0.0311863579676505
iv_9750;0.0149068668888297;4897;m_9750;-0.031138174484911
iv_9750;0.0135433393287778;4898;m_9750;-0.031138174484911
iv_9750;;4899;m_9750;-0.0308971873971536
iv_9750;0.0133978768106365;4900;m_9750;-0.0307525393730011
iv_9750;0.0141604883733808;4901;m_9750;-0.0307766502831926
iv_9750;0.0133614628279441;4902;m_9750;-0.0306560841038329
iv_9750;0.0122537678385435;4903;m_9750;-0.0305837304389935
iv_9750;0.0140845021447025;4904;m_9750;-0.0305837304389935
iv_9750;0.0122537678385435;4905;m_9750;-0.0305837304389935
iv_9750;0.0133432485450078;4906;m_9750;-0.0306078494906371
iv_9750;0.0141414996666864;4907;m_9750;-0.0307284273000815
iv_9750;0.0141414996666864;4908;m_9750;-0.0307284273000815
iv_9750;0.0141794718596456;4909;m_9750;-0.0308248686158401
iv_9750;0.0141035065603029;4910;m_9750;-0.0306319673788795
iv_9750;0.0133432485450078;4911;m_9750;-0.0306078494906371
iv_9750;0.0140654924768323;4912;m_9750;-0.0305354888450538
iv_9750;0.0132703426366778;4913;m_9750;-0.0304148644928247
iv_9750;0.0121855451362262;4914;m_9750;-0.0303907361299294
iv_9750;;4915;m_9750;-0.0303907361299294
iv_9750;0.0132703426366778;4916;m_9750;-0.0304148644928247
iv_9750;0.0121855451362262;4917;m_9750;-0.0303907361299294
iv_9750;0.0132885764445405;4918;m_9750;-0.0304631177258287
iv_9750;0.0133159179861472;4919;m_9750;-0.0305354888450538
iv_9750;0.0133068053604441;4920;m_9750;-0.0305113663025332
iv_9750;0.0132521039296318;4921;m_9750;-0.0303666066026222
iv_9750;0.0132521039296318;4922;m_9750;-0.0303666066026222
iv_9750;0.0140464775486715;4923;m_9750;-0.0304872425961622
iv_9750;0.0146326846528805;4924;m_9750;-0.0304631177258287
iv_9750;;4925;m_9750;-0.0304872425961622
iv_9750;0.0132885764445405;4926;m_9750;-0.0304631177258287
iv_9750;0.0121684787349286;4927;m_9750;-0.0303424759107906
iv_9750;0.0132521039296318;4928;m_9750;-0.0303666066026222
iv_9750;0.0139894011217238;4929;m_9750;-0.0303424759107906
iv_9750;;4930;m_9750;-0.0303907361299294
iv_9750;0.0132521039296318;4931;m_9750;-0.0303666066026222
iv_9750;0.0132885764445405;4932;m_9750;-0.0304631177258287
iv_9750;0.0132521039296318;4933;m_9750;-0.0303666066026222
iv_9750;0.0132338603162027;4934;m_9750;-0.0303183440543221
iv_9750;0.0139703650715428;4935;m_9750;-0.0302942110331045
iv_9750;0.0138751051433518;4936;m_9750;-0.0300528167349769
iv_9750;0.012065989755957;4937;m_9750;-0.0300528167349769
iv_9750;0.0138465011690906;4938;m_9750;-0.0299803757139147
iv_9750;0.0138369638350609;4939;m_9750;-0.0299562263743944
iv_9750;0.0130694458027032;4940;m_9750;-0.0298837713567577
iv_9750;0.0120488931060704;4941;m_9750;-0.0300045238871101
iv_9750;0.0144361669567061;4942;m_9750;-0.0299803757139147
iv_9750;0.0138369638350609;4943;m_9750;-0.0299562263743944
iv_9750;0.0120488931060704;4944;m_9750;-0.0300045238871101
iv_9750;0.0144361669567061;4945;m_9750;-0.0299803757139147
iv_9750;0.013106017030823;4946;m_9750;-0.0299803757139147
iv_9750;0.0120317921098807;4947;m_9750;-0.0299562263743944
iv_9750;0.0138178851468026;4948;m_9750;-0.0299079241959286
iv_9750;0.0138751051433518;4949;m_9750;-0.0300528167349769
iv_9750;0.0138369638350609;4950;m_9750;-0.0299562263743944
iv_9750;0.0138560371644512;4951;m_9750;-0.0300045238871101
iv_9750;0.0138941677801056;4952;m_9750;-0.0301011049188958
iv_9750;0.0131425683984393;4953;m_9750;-0.0300769614098735
iv_9750;0.012065989755957;4954;m_9750;-0.0300528167349769
iv_9750;0.0132156117891168;4955;m_9750;-0.0302700768470253
iv_9750;0.0140654924768323;4956;m_9750;-0.0305354888450538
iv_9750;0.0141604883733808;4957;m_9750;-0.0307766502831926
iv_9750;0.0133796722474645;4958;m_9750;-0.0307043140643217
iv_9750;0.0140654924768323;4959;m_9750;-0.0305354888450538
iv_9750;0.0145934263660975;4960;m_9750;-0.0303666066026222
